Date,Sales,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday
02-05-2010,12013409.469999999,40.391111111111115,2.5719999999999996,27317.07944444444,1621.3694444444445,253.89888888888885,22343.29055555556,6077.971666666666,212.15347596666666,7.663666666666667,0
02-12-2010,12127711.5,39.56888888888889,2.548,35634.29555555556,2492.126666666667,222.44388888888886,20396.716666666667,7184.135555555556,212.30056416666667,7.663666666666667,1
02-19-2010,11853406.719999999,41.90222222222223,2.514,15954.189444444444,6904.433333333333,34.422222222222224,5925.889444444445,7775.455555555556,212.34698605555556,7.663666666666667,0
02-26-2010,10628081.77,46.085555555555565,2.5610000000000004,9786.454444444444,5955.6272222222215,-0.02555555555555511,2365.7977777777774,6280.252777777778,212.3766302,7.663666666666667,0
03-05-2010,11361162.149999999,48.83111111111111,2.625,14615.880000000001,793.3083333333334,7.126875,5182.384444444444,5011.597222222223,212.40627436666665,7.663666666666667,0
03-12-2010,10997909.92,57.763333333333335,2.667,15425.48111111111,254.70277777777778,37.65,3017.0177777777776,6762.680555555556,212.43591853333334,7.663666666666667,0
03-19-2010,11162429.329999998,55.0611111111111,2.7199999999999998,6383.178333333333,245.97111111111113,9.050555555555555,1670.176666666667,4213.046111111111,212.26860986666668,7.663666666666667,0
03-26-2010,10280998.95,52.33333333333333,2.7319999999999998,7797.134444444444,146.91555555555556,298.09166666666664,1693.2433333333333,4150.985000000001,212.06847573333334,7.663666666666667,0
04-02-2010,11912614.81,63.731111111111105,2.7190000000000003,9244.892222222223,151.01555555555558,276.5483333333334,647.8815277777778,4586.943888888888,211.86834162222223,7.5534444444444455,0
04-09-2010,11556942.870000001,65.64666666666666,2.77,12330.698888888888,2467.266111111111,212.5188888888889,2263.028888888889,6180.161666666667,211.6682075,7.553444444444444,0
04-16-2010,10879137.139999999,66.52222222222223,2.8080000000000003,6424.867222222223,2854.555,35.93416666666667,1275.77,3014.992777777778,211.5324738333333,7.553444444444444,0
04-23-2010,10656051.66,63.983333333333334,2.795,4976.394444444444,741.8455555555556,55.14388888888889,444.298125,4901.326111111111,211.48260745555558,7.553444444444444,0
04-30-2010,10423363.63,67.26666666666667,2.7800000000000002,2809.5177777777776,4.1245,62.224999999999994,206.36409722222223,4528.645,211.4327410888889,7.553444444444444,0
05-07-2010,11504206.65,71.21555555555557,2.8350000000000004,12899.475555555555,145.67000000000002,85.54555555555555,4264.776666666667,3739.844444444445,211.38287473333332,7.553444444444444,0
05-14-2010,10769836.200000001,72.91222222222223,2.8539999999999996,8815.062222222223,337.50777777777773,42.82388888888889,2281.2655555555557,7668.497222222222,211.38062731111108,7.5534444444444455,0
05-21-2010,10866233.680000002,73.9688888888889,2.826,7019.462777777777,312.07,18.903888888888893,1429.7711111111112,7603.384444444445,211.66409345555556,7.553444444444444,0
05-28-2010,11154305.129999999,79.34222222222223,2.759,9816.412777777778,271.33777777777783,779.4272222222222,2776.871666666667,6308.223888888889,211.94755961111113,7.553444444444444,0
06-04-2010,12261898.719999999,80.2388888888889,2.705,9772.927777777779,111.45150793650795,326.1022222222222,1286.3183333333334,4775.261666666667,212.23102578888887,7.553444444444444,0
06-11-2010,11563677.8,82.5788888888889,2.6679999999999997,11632.366666666667,403.0522222222222,127.70666666666669,5225.064444444444,8485.109444444444,212.51449195555554,7.5534444444444455,0
06-18-2010,11423195.43,84.00444444444445,2.637,8000.876111111113,322.9567361111111,246.0261111111111,3402.8538888888893,5760.462222222222,212.51220892222224,7.5534444444444455,0
06-25-2010,10943315.319999998,84.81777777777778,2.653,8014.472777777778,257.4216666666667,130.01868055555556,4008.5172222222222,11752.854444444449,212.39562617777779,7.553444444444444,0
07-02-2010,11315625.88,80.70444444444445,2.669,6670.571666666667,460.6444444444445,43.49,2659.8744444444446,10056.624444444444,212.27904344444445,7.5022222222222235,0
