Date,Sales,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday
02-05-2010,14803041.04,22.932941176470585,2.722588235294118,25099.871176470588,2221.076764705883,141.13470588235296,27050.206562499996,3433.1050000000005,151.9319827764706,8.200470588235294,0
02-12-2010,14502446.12,25.008823529411764,2.7110588235294126,31259.090882352943,2881.4110477941176,226.7194117647059,21041.15625,4715.687352941175,152.00330712352942,8.200470588235293,1
02-19-2010,14529634.4,28.718823529411765,2.6867058823529413,12106.82294117647,5579.850882352941,68.32214285714286,7284.657499999999,4989.637941176471,152.0550408529412,8.200470588235293,0
02-26-2010,13243190.760000002,29.707647058823536,2.7034117647058813,9448.67382352941,4168.616470588236,23.075535714285717,3403.0197426470586,4001.6514705882346,152.10350944117647,8.20047058823529,0
03-05-2010,14294601.16,34.86176470588235,2.7259999999999995,11288.91882352941,1286.9056249999999,23.845333333333336,7067.07643382353,2038.601470588235,152.15197806470587,8.200470588235294,0
03-12-2010,14077236.470000003,37.85294117647058,2.7722352941176465,12774.845882352942,326.4093382352941,26.294156862745098,4276.804411764706,2957.917352941177,152.20044668235298,8.200470588235294,0
03-19-2010,13781473.01,41.63647058823529,2.798294117647059,7123.010882352941,66.0034375,12.041470588235294,1959.712022058823,1713.6247058823528,152.20561095882354,8.200470588235293,0
03-26-2010,13924943.16,40.716470588235296,2.8099411764705886,7301.143235294117,119.71875000000003,408.480625,1426.6525000000001,1920.875882352941,152.20355779999997,8.200470588235293,0
04-02-2010,15732862.030000003,43.19294117647058,2.8110000000000004,7710.08411764706,110.91266666666667,271.9214705882353,780.6301286764705,2362.423823529412,152.20150467058824,8.087117647058824,0
04-09-2010,14427843.150000002,50.408823529411755,2.8364705882352936,9953.066176470587,3578.9888235294115,139.92000000000002,1776.6243750000003,3339.4282352941173,152.1994515470588,8.087117647058825,0
04-16-2010,13875710.650000002,48.84470588235293,2.865705882352941,4272.157352941176,3258.138033088235,27.292058823529416,1127.5756250000002,2056.436176470588,152.1941743235294,8.087117647058822,0
04-23-2010,13928622.299999999,48.86,2.875176470588236,3464.8,1512.9216274509802,41.19235294117647,323.40004166666665,1866.3441176470592,152.1845983117647,8.087117647058824,0
