Date,Sales,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday
02-05-2010,2894486.59,43.95166666666666,2.5675000000000003,4039.3866666666663,252.03416666666664,33.7775,3114.35625,1444.4108333333334,209.9336108166667,8.147833333333335,0
02-12-2010,2912264.62,44.28666666666667,2.5465,6311.975,477.83616666666666,39.60433333333333,2927.056666666667,1921.8449999999998,210.07806555,8.147833333333333,1
02-19-2010,2828264.1,44.675000000000004,2.507,2511.005833333333,956.2841666666667,2.6016666666666666,1532.1862500000002,1857.2625000000003,210.12506,8.147833333333335,0
02-26-2010,2729655.25,49.095,2.5541666666666667,1264.8075000000001,637.3633333333332,0.0,95.16125000000001,1266.5441666666666,210.1558110333333,8.147833333333335,0
03-05-2010,2834707.98,51.01500000000001,2.6165,1931.335,80.99333333333334,5.2825,990.4516666666666,1683.273333333333,210.18656209999997,8.147833333333333,0
03-12-2010,2749520.7,59.37833333333334,2.659,2612.27,54.543,18.881999999999998,582.1112499999999,2005.0908333333332,210.21731318333332,8.147833333333333,0
03-19-2010,2659742.58,57.61333333333334,2.7168333333333337,1034.9558333333334,29.3975,4.07,442.048,1052.8041666666668,210.05502518333336,8.147833333333335,0
03-26-2010,2619004.0,54.54,2.7285,894.445,23.116666666666664,122.175,162.6275,1308.1033333333335,209.86056400000004,8.147833333333333,0
04-02-2010,2838849.7800000003,63.65166666666667,2.717166666666667,1087.7675000000002,25.306,40.6155,134.12333333333333,939.8799999999999,209.66610281666667,8.088166666666668,0
04-09-2010,2858094.5300000003,66.73,2.7655,2686.8391666666666,1221.5616666666667,61.829,581.6583333333333,1431.0408333333332,209.4716416166667,8.088166666666668,0
04-16-2010,2816432.7,67.18166666666667,2.8015000000000003,974.9300000000001,681.7875000000001,9.71375,271.27625,1014.8625,209.33908845,8.088166666666666,0
04-23-2010,2691364.7,65.99666666666667,2.7895000000000003,694.9225,272.70416666666665,25.285,154.84125,1379.2841666666668,209.28907928333334,8.088166666666666,0
04-30-2010,2722577.1500000004,68.90166666666666,2.7708333333333335,373.64416666666665,36.03,24.169500000000003,54.317499999999995,1436.7024999999999,209.23907010000002,8.088166666666668,0
05-07-2010,2914835.79,72.35833333333333,2.8268333333333335,1440.32,9.0,32.122,458.22375000000005,1267.1816666666666,209.18906095,8.088166666666666,0
05-14-2010,2815681.21,75.37499999999999,2.845833333333333,1245.2699999999998,135.0,13.836,432.25666666666666,1435.6491666666666,209.18548846666667,8.088166666666666,0
05-21-2010,2758605.26,75.77833333333335,2.8161666666666663,1543.1358333333333,128.0,17.465,249.925,1550.3816666666667,209.46053616666666,8.088166666666666,0
05-28-2010,2732183.9000000004,79.94666666666667,2.7518333333333334,1363.3428333333334,54.0,179.10299999999998,326.65666666666664,1412.1183333333333,209.73558388333333,8.088166666666666,0
06-04-2010,2825434.8200000003,80.56166666666668,2.698166666666667,1084.7308333333335,19.127499999999998,76.795,197.395,1703.9608333333333,210.01063163333333,8.088166666666666,0
06-11-2010,2730839.4,83.17166666666667,2.6591666666666662,1764.7483333333334,40.4925,27.921000000000003,700.52,1683.7983333333332,210.28567936666664,8.088166666666668,0
06-18-2010,2817066.0799999996,84.54166666666667,2.6261666666666668,771.7634999999999,38.37,40.419,385.255,1659.7399999999998,210.28329325,8.088166666666666,0
06-25-2010,2651309.42,85.21333333333334,2.6443333333333334,722.1216666666667,40.275000000000006,33.02625,395.27916666666664,1921.5966666666668,210.16993355,8.088166666666666,0
07-02-2010,2737380.93,81.60166666666666,2.6585,994.0008333333333,139.945,1.5,325.53,1662.5341666666668,210.05657388333336,8.079500000000001,0
07-09-2010,2770234.4099999997,81.59333333333333,2.634333333333333,1057.2066666666667,293.5725,117.19433333333335,1125.855,1483.2875,209.94321419999997,8.079500000000001,0
07-16-2010,2720455.6,84.49000000000001,2.612666666666667,840.4000000000001,126.47166666666666,10.664833333333334,502.21000000000004,2266.128333333333,209.93525275,8.079500000000001,0
07-23-2010,2661153.3200000003,84.32499999999999,2.5970000000000004,397.235,70.77166666666666,8.955,225.76916666666665,1109.9908333333333,210.0678223166667,8.079500000000001,0
07-30-2010,2597254.9299999997,81.94,2.633666666666667,627.3141666666667,60.33583333333333,0.813,1256.2025,1252.8083333333334,210.20039186666668,8.079500000000001,0
08-06-2010,2821641.46,86.195,2.618,2777.602,25.840000000000003,7.901666666666667,1242.826,1511.5033333333333,210.33296141666668,8.079500000000001,0
08-13-2010,2745967.34,87.03833333333334,2.6839999999999997,1386.3233333333335,21.7,7.295999999999999,729.648,1787.0249999999999,210.4655309666667,8.079500000000001,0
08-20-2010,2723823.0999999996,86.94166666666666,2.6539999999999995,612.555,16.61,7.375,1178.605,987.2466666666666,210.43078903333335,8.079500000000001,0
08-27-2010,2673957.29,84.82666666666667,2.6094999999999997,1032.2883333333332,47.4,12.007499999999999,547.3866666666667,1496.7333333333333,210.39604713333335,8.079500000000001,0
09-03-2010,2782869.84,82.63333333333334,2.5696666666666665,2612.3559999999998,38.4,13.422,1323.225,1175.7749999999999,210.36130519999998,8.079500000000001,0
09-10-2010,2780844.46,80.41333333333333,2.5563333333333333,1113.6599999999999,10.45,68.90166666666667,365.398,1687.7466666666667,210.32656325000002,8.079500000000001,1
09-17-2010,2788670.13,81.78833333333334,2.5766666666666667,1638.965,4.0,14.854999999999999,890.435,1973.2500000000002,210.35410898333336,8.079500000000001,0
09-24-2010,2661028.64,78.66333333333334,2.616333333333333,1311.18,3.8200000000000003,4.3950000000000005,343.8933333333334,2151.4266666666667,210.42837036666666,8.0795,0
10-01-2010,2696593.6899999995,73.705,2.597,765.6483333333334,0.0,1.025,658.315,1247.3333333333333,210.50263174999998,8.276166666666667,0
10-08-2010,2829850.4699999997,67.205,2.6266666666666665,864.3220000000001,0.0,2.816,800.91,1504.385,210.57689316666665,8.276166666666667,0
10-15-2010,2732296.1700000004,69.72500000000001,2.7175000000000007,383.7366666666667,0.0,6.292000000000001,476.26,1928.8166666666666,210.64348645000004,8.276166666666667,0
10-22-2010,2709840.72,71.21,2.7205,307.895,0.0,6.3475,75.11,1205.9350000000002,210.69090948333334,8.276166666666667,0
10-29-2010,2582174.42,71.40833333333333,2.710000000000001,429.22166666666664,4.006666666666667,3.85,69.625,774.8699999999999,210.73833255,8.276166666666667,0
11-05-2010,2784651.7199999997,61.415,2.683333333333333,1241.165,545.1016666666667,11.687999999999999,1006.285,1061.93,210.78575558333333,8.276166666666667,0
11-12-2010,2658501.7500000005,61.67166666666666,2.724166666666667,1492.3608333333334,990.6208333333332,40.323,476.26500000000004,1339.1508333333334,210.83317863333332,8.276166666666667,0
11-19-2010,2612845.0399999996,55.06166666666667,2.7660000000000005,719.77,43.69333333333334,33.28766666666667,389.87166666666667,1754.6875000000002,210.72127965,8.276166666666667,0
11-26-2010,3077295.3599999994,64.67333333333333,2.733333333333333,57.60833333333334,8.735,19309.346666666665,27.305,333.655,210.58282696666666,8.276166666666667,1
12-03-2010,2654046.72,51.49,2.705666666666667,729.5248333333334,11.47,1084.4158333333335,342.65000000000003,3895.5075000000006,210.44437430000002,8.276166666666667,0
12-10-2010,2763517.04,50.321666666666665,2.8379999999999996,1463.8658333333333,6.47,48.86866666666667,444.9075,1625.5341666666668,210.30592158333334,8.276166666666667,0
12-17-2010,2871554.54,53.73500000000001,2.8661666666666665,855.6934999999999,0.0,27.501666666666665,147.81,1440.31,210.24744053333333,8.276166666666667,0
12-24-2010,3246896.68,56.468333333333334,2.8821666666666665,623.1925,0.195,80.17766666666665,199.76999999999998,1118.7941666666666,210.2489381833333,8.276166666666667,0
